req,pos,labels
Product shall allow entering  storing and modifying product menus used by POS terminals.,NOUN AUX VERB VERB SPACE VERB CCONJ NOUN NOUN NOUN VERB ADP PROPN NOUN PUNCT,O O O O O O O O O O O O O O
PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,PROPN PROPN AUX VERB NOUN NOUN NOUN VERB ADP DET NOUN ADP NOUN VERB ADP DET NOUN NOUN PUNCT,O O O O O entity O O O O entity O O O O O O O O
PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,PROPN PROPN AUX VERB VERB NOUN ADP NOUN CCONJ NOUN ADP NOUN ADP DET VERB CCONJ ADJ NOUN PUNCT,O O O O O O O O O O O O O O entity O O entity O
PME Subsystem shall allow for a product to exist in more than one submenu,PROPN PROPN AUX VERB SCONJ DET NOUN PART VERB ADP ADJ ADP NUM NOUN PUNCT,O O O O O O entity O O O O O O entity O
The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,DET PROPN PROPN AUX VERB PROPN PROPN VERB CCONJ VERB CCONJ VERB PROPN NOUN VERB PRON NOUN NOUN PUNCT,O O O O O O O entity O entity O entity O O O O entity O O
The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,DET PROPN AUX VERB PROPN PROPN PROPN NOUN VERB ADP NOUN ADJ NOUN NOUN CCONJ NOUN NOUN PUNCT,O O O O O O O entity O O attr O O O O attr O O
The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,DET PROPN AUX VERB PROPN PROPN PROPN NOUN ADV SCONJ ADJ PROPN PROPN NOUN AUX ADJ PUNCT,O O O O O O O entity O O O O O O O O O
The website will allow customers to search for movies by title  actor  or director.,DET NOUN AUX VERB NOUN PART VERB ADP NOUN ADP NOUN SPACE NOUN SPACE CCONJ NOUN PUNCT,O O O O O O O O attr O O O O entity O
viewing a movie details  the website will display the movies description  actor  and director entered in by the administrator.,VERB DET NOUN NOUN SPACE DET NOUN AUX VERB DET NOUN NOUN SPACE NOUN SPACE CCONJ NOUN VERB ADP ADP DET NOUN PUNCT,entity O O O O O O O O O O O O entity O O O O entity O
Website shall request  and authorize credit card payment before allowing a user to stream a movie.,PROPN AUX VERB SPACE CCONJ VERB NOUN NOUN NOUN ADP VERB DET NOUN PART VERB DET NOUN PUNCT,O O O O O entity O entity O entity O entity O relationship O entity O
shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,AUX AUX ADJ PART VERB VERB NOUN ADP PROPN PROPN PROPN SPACE ADP ADP PART NUM NOUN NOUN NOUN NOUN PUNCT,O O O O O O entity O O O O O O O O O O O attr O
Website shall allow customers to browse movies by categories entered in by izogn administrator.,NOUN AUX VERB NOUN PART VERB NOUN ADP NOUN VERB ADP ADP ADJ NOUN PUNCT,O O O O O relationship O O O O O O O entity O
Website shall allow customers to view reviews of selected movies by other customers.,NOUN AUX VERB NOUN PART VERB NOUN ADP VERB NOUN ADP ADJ NOUN PUNCT,O O O O O relationship attr O relationship O O O O O
Website shall allow customers to add their own movie review for a selected movie.,NOUN AUX VERB NOUN PART VERB PRON ADJ NOUN NOUN ADP DET VERB NOUN PUNCT,O O O O O O O O entity O O O O entity O
Website shall allow the Izogn administrator to approve a review posted by a customer.,NOUN AUX VERB DET PROPN NOUN PART VERB DET NOUN VERB ADP DET NOUN PUNCT,O O O O O entity O O O entity O O O entity O
System will allow customers to pay for a streaming movie with a pre-paid card.,NOUN AUX VERB NOUN PART VERB ADP DET VERB NOUN ADP DET ADJ ADJ VERB NOUN PUNCT,O O O O O O O O O entity O O O entity O
Website shall allow customers to purchase pre-paid cards of $5  $10  or $20 value either by credit card or mail-in payment option.,NOUN AUX VERB NOUN PART VERB ADJ ADJ VERB NOUN ADP SYM NUM SPACE SYM NUM SPACE CCONJ SYM NUM NOUN CCONJ ADP NOUN NOUN CCONJ NOUN PUNCT ADP NOUN NOUN PUNCT,O O O O O O O attr O O O O O O O O entity O O O entity O O O O O
System shall automatically update the main page of the website every Friday  and show the 4 latest movies that have been added to the website.,NOUN AUX ADV VERB DET ADJ NOUN ADP DET NOUN DET PROPN SPACE CCONJ VERB DET NUM ADJ NOUN PRON AUX AUX VERB ADP DET NOUN PUNCT,O O O O O O entity O O O O O O O O O O O O O O O O O O O
System shall allow users to update their billing and contact information via the Ã¯Â¿Â½My AccountÃ¯Â¿Â½ section of the website.,NOUN AUX VERB NOUN PART VERB PRON NOUN CCONJ NOUN NOUN ADP DET PROPN ADJ NOUN ADP DET NOUN PUNCT,O O O O O O O entity O O O O O O O entity O O O O
Pre-paid cards shall be distributed via email  or via a printed paper card.,ADJ ADJ VERB NOUN AUX AUX VERB ADP NOUN SPACE CCONJ ADP DET VERB NOUN NOUN PUNCT,O O O O O O attr O O O O O entity O
Only registered customers can purchase streaming movies.,ADV VERB NOUN AUX VERB NOUN NOUN PUNCT,O O O O O O O O
Movies can only be streamed if the customer has purchased a movie  and is within the 2-day time period to stream the movie.,NOUN AUX ADV AUX VERB SCONJ DET NOUN AUX VERB DET NOUN SPACE CCONJ AUX ADP DET NUM PUNCT NOUN NOUN NOUN PART VERB DET NOUN PUNCT,O O O O O O O entity O relationship O entity O O O O O O O O relationship O entity O
Website must be able to support free trial periods with various parameters set by the Izogn Manager.,NOUN AUX AUX ADJ PART VERB ADJ NOUN NOUN ADP ADJ NOUN VERB ADP DET PROPN PROPN PUNCT,O O O O O O O O O O O O O O O O O O
All streaming movie sales will be logged in the database  and accessible by the administrator.,DET NOUN NOUN NOUN AUX AUX VERB ADP DET NOUN SPACE CCONJ ADJ ADP DET NOUN PUNCT,O O O O O O O O O O O O O O entity O
All registered customer information shall be stored and maintained in the database  even after the customer cancels their account.,DET VERB NOUN NOUN AUX AUX VERB CCONJ VERB ADP DET NOUN SPACE ADV SCONJ DET NOUN VERB PRON NOUN PUNCT,O O O O O O O O O O O O O O O O O O entity O
Daily usage statistics should be logged  and accessible by the administrator.,ADJ NOUN NOUN AUX AUX VERB SPACE CCONJ ADJ ADP DET NOUN PUNCT,O O O O O O O O O O entity O
The owner shall have free access to all of the streaming movies.,DET NOUN AUX VERB ADJ NOUN ADP PRON ADP DET NOUN NOUN PUNCT,O entity O O O entity O attr O O O O O
The vendor will verify the invalid lead.,DET NOUN AUX VERB DET ADJ NOUN PUNCT,O entity O O O O entity O
Vendor will submit a credit validation record to be applied to the enterprise billing system.,PROPN AUX VERB DET NOUN NOUN NOUN PART AUX VERB ADP DET NOUN NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O
If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,SCONJ DET NOUN AUX VERB ADP DET ADJ NOUN DET NOUN AUX VERB DET ADJ NOUN CCONJ NOUN ADP DET NOUN NOUN PUNCT,O O entity O O O O O entity O O O O O entity O O entity O O O O O
The leads washing functionality will validate all leads received by the web service for valid data,DET VERB NOUN NOUN AUX VERB DET NOUN VERB ADP DET NOUN NOUN ADP ADJ NOUN PUNCT,O O O O O O O O O O O O O O O entity O
The leads washing functionality will insert all leads captured by the web service.,DET VERB NOUN NOUN AUX VERB DET NOUN VERB ADP DET NOUN NOUN PUNCT,O O O O O O O O O O O O O O
If the leads score falls within the high average score then it will be process by the ARA functionality.,SCONJ DET NOUN NOUN VERB ADP DET ADJ ADJ NOUN ADV PRON AUX AUX NOUN ADP DET PROPN NOUN PUNCT,O O O relationship O O O O O relationship O O O O O O O O entity O
If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,SCONJ DET NOUN NOUN VERB ADP DET ADJ NOUN ADV PRON AUX AUX VERB ADP ADJ NOUN ADP DET PROPN NOUN ADP DET NOUN NOUN PUNCT,O O O relationship O O O O O O O O O O O O entity O O O O O O O O O
If the leads score falls within the low average then it will be returned to the supplying vendor,SCONJ DET NOUN NOUN VERB ADP DET ADJ NOUN ADV PRON AUX AUX VERB ADP DET VERB NOUN PUNCT,O O O relationship O O O O entity O O O O O O O O O O
The leads washing functionality will compile both contact and academic scoring information for a total score.,DET VERB NOUN NOUN AUX VERB PRON NOUN CCONJ ADJ NOUN NOUN ADP DET ADJ NOUN PUNCT,O O O O O O O entity O O O O O O O entity O
The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,DET NOUN NOUN NOUN AUX VERB DET NOUN VERB ADP ADJ CCONJ NOUN PART VERB NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O O relationship entity O O entity O
The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,DET VERB NOUN NOUN AUX VERB DET ADJ NOUN VERB ADP DET NOUN ADP ADP DET NOUN ADP NOUN PUNCT,O O O O O O O O O O O O entity O O O entity O entity O
The leads washing functionality will have an interface in which lead data parameters can be maintained.,DET NOUN NOUN NOUN AUX VERB DET NOUN ADP PRON VERB NOUN NOUN AUX AUX VERB PUNCT,O O O O O O O entity O O O O O O O O O
The leads washing functionality will verify the users authentication and rights to make parameter updates.,DET VERB NOUN NOUN AUX VERB DET NOUN NOUN CCONJ NOUN PART VERB NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O
The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,DET VERB NOUN NOUN AUX VERB DET ADJ NOUN NOUN VERB ADP DET NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O
Prior to submitting the lead to the enterprise system the leads washing functionality will assign the lead to an admissions rep.,ADV ADP VERB DET NOUN ADP DET NOUN NOUN PRON VERB NOUN NOUN AUX VERB DET NOUN ADP DET NOUN NOUN PUNCT,O O entity O entity O O O O O O O O O O O entity O O O O O
The leads washing functionality shall receive a period list of available reps from the enterprise system.,DET NOUN NOUN NOUN AUX VERB DET NOUN NOUN ADP ADJ NOUN ADP DET NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O O
The product shall maintain a list of players.,DET NOUN AUX VERB DET NOUN ADP NOUN PUNCT,O entity O relationship O entity O O O
The product shall allow a user to identify himself or herself as a player.,DET NOUN AUX VERB DET NOUN PART VERB PRON CCONJ PRON ADP DET NOUN PUNCT,O entity O relationship O entity O O O O O O O entity O
Once a game has been initiated  the product shall make the players assigned to the game unavailable for selection from the list of players.,ADV DET NOUN AUX AUX VERB SPACE DET NOUN AUX VERB DET NOUN VERB ADP DET NOUN ADJ ADP NOUN ADP DET NOUN ADP NOUN PUNCT,O O entity O O relationship O entity O relationship O O O O O entity O O entity O O entity O O O
The product shall allow a user to remove himself or herself from the list of players at any time.,DET NOUN AUX VERB DET NOUN PART VERB PRON CCONJ PRON ADP DET NOUN ADP NOUN ADP DET NOUN PUNCT,O entity O relationship O entity O O O O O O O entity O O O O entity O
The product shall make inactive players unavailable for selection from the list of players.,DET NOUN AUX VERB ADJ NOUN ADJ ADP NOUN ADP DET NOUN ADP NOUN PUNCT,O entity O O O O O O entity O O entity O O O
The product shall remove players who have been inactive for 24 hours from the list of players.,DET NOUN AUX VERB NOUN PRON AUX AUX ADJ ADP NUM NOUN ADP DET NOUN ADP NOUN PUNCT,O entity O relationship O O O O O O O O O O entity O O O
The product shall allow a player to initiate a game by selecting another available player from the list of players.,DET NOUN AUX VERB DET NOUN PART VERB DET NOUN ADP VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT,O entity O relationship O entity O relationship O entity O entity O O entity O O entity O O O
Once a game is initiated  the product shall display a defensive grid to each player,ADV DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET ADJ NOUN ADP DET NOUN PUNCT,O O entity O relationship O entity O O O O entity O O entity O
Once a game is initiated  the product shall display an offensive grid to each player.,ADV DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET ADJ NOUN ADP DET NOUN PUNCT,O O entity O relationship O entity O O O O entity O O entity O
The product shall prevent a player from viewing the offensive or defensive grids of the other player.,DET NOUN AUX VERB DET NOUN ADP VERB DET ADJ CCONJ ADJ NOUN ADP DET ADJ NOUN PUNCT,O entity O relationship O entity O entity O O O O attr O O O entity O
Once a game is initiated  the product shall allow each player to position their 5 ships on their respective defensive grids.,ADV DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET NOUN PART VERB PRON NUM NOUN ADP PRON ADJ ADJ NOUN PUNCT,O O entity O relationship O entity O relationship O entity O entity O O O O O O O O O
The product shall allow a player to position ships horizontally on their grid.,DET NOUN AUX VERB DET NOUN PART VERB NOUN ADV ADP PRON NOUN PUNCT,O entity O relationship O entity O O O O O O entity O
The product shall allow the player to position ships vertically on their grid.,DET NOUN AUX VERB DET NOUN PART VERB NOUN ADV ADP PRON NOUN PUNCT,O entity O relationship O entity O O O O O O entity O
The product shall allow the player to position ships diagonally on their grid,DET NOUN AUX VERB DET NOUN PART VERB NOUN ADV ADP PRON NOUN PUNCT,O entity O relationship O entity O O O O O O entity O
The product shall prevent the player from overlapping ships on their grid.,DET NOUN AUX VERB DET NOUN ADP VERB NOUN ADP PRON NOUN PUNCT,O entity O relationship O entity O O O O O entity O
When both players have positioned their 5 ships on their defensive grids  the product shall define the status of each player for the first turn.,SCONJ DET NOUN AUX VERB PRON NUM NOUN ADP PRON ADJ NOUN SPACE DET NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT,O O O O O O O O O O O O O entity O relationship O entity O O entity O O O entity O
For each turn  the product shall identify one player as offensive status and one player as defensive status.,ADP DET NOUN SPACE DET NOUN AUX VERB NUM NOUN ADP ADJ NOUN CCONJ NUM NOUN ADP ADJ NOUN PUNCT,O O entity O entity O O O entity O O entity O O entity O O entity O
The product shall maintain the status of each player for a turn  either offensive or defensive.,DET NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET NOUN SPACE CCONJ ADJ CCONJ ADJ PUNCT,O entity O relationship O entity O O entity O O entity O O O O O
At the start of each turn  the product shall notify each player of his or her status.,ADP DET NOUN ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP PRON CCONJ PRON NOUN PUNCT,O O entity O O entity O entity O relationship O entity O O O O entity O
For each turn  the product shall allow the offensive player to define a shot.,ADP DET NOUN SPACE DET NOUN AUX VERB DET ADJ NOUN PART VERB DET NOUN PUNCT,O O entity O entity O O O O entity O relationship O entity O
For each shot  the product shall examine the defensive grid of the defensive player to determine whether the shot was a hit or miss.,ADP DET NOUN SPACE DET NOUN AUX VERB DET ADJ NOUN ADP DET ADJ NOUN PART VERB SCONJ DET NOUN AUX DET NOUN CCONJ NOUN PUNCT,O O entity O entity O O O O entity O O O entity O O O O entity relationship O entity O entity O
For each shot  the product shall notify the players whether the shot was a hit or miss.,ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN SCONJ DET NOUN AUX DET NOUN CCONJ NOUN PUNCT,O O entity O entity O relationship O O O O entity relationship O entity O entity O
For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP DET NOUN CCONJ VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,O O entity O entity O relationship O entity O O entity O O O O O entity O O O entity O
For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP DET NOUN CCONJ VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,O O entity O entity O relationship O entity O O entity O O O O O entity O O O entity O
When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,SCONJ DET ADJ NOUN ADP VERB DET NOUN SPACE DET NOUN AUX VERB DET NOUN SCONJ DET NOUN AUX VERB PUNCT,O O O O O entity O entity O entity O relationship O O O O entity relationship entity O
When the hit results in sinking a ship  the product shall mark the ship as sunk on the defensive grid of the defensive player.,SCONJ DET ADJ NOUN ADP VERB DET NOUN SPACE DET NOUN AUX VERB DET NOUN SCONJ VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,O O O O O entity O entity O entity O relationship O entity O entity O O O entity O O O entity O
When the hit results in sinking a ship  the product shall indicate the type of ship sunk on the defensive grid of the defensive player.,SCONJ DET ADJ NOUN ADP VERB DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP NOUN VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,O O O O O entity O entity O entity O relationship O entity O entity entity O O O entity O O O entity O
When the hit results in sinking a ship  the product shall mark the ship as sunk on the offensive grid of the offensive player.,SCONJ DET ADJ NOUN ADP VERB DET NOUN SPACE DET NOUN AUX VERB DET NOUN SCONJ VERB ADP DET ADJ NOUN ADP DET ADJ NOUN PUNCT,O O O O O entity O entity O entity O relationship O entity O entity O O O entity O O O entity O
If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,SCONJ DET NOUN AUX VERB ADP DET NOUN SPACE DET NOUN AUX VERB DET ADJ NOUN PART VERB DET NOUN PUNCT,O O entity O O O O entity O entity O O O O entity O relationship O entity O
If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,SCONJ DET NOUN AUX VERB ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP DET ADJ NOUN PART VERB PUNCT,O O entity O O O O entity O entity O relationship O entity O O O entity O O O
If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,SCONJ DET NOUN AUX VERB ADP DET NOUN SPACE DET NOUN AUX VERB DET NOUN ADP DET ADJ NOUN PART VERB PUNCT,O O entity O O O O entity O entity O relationship O entity O O O entity O O O
The product shall continue to assign turns until the game is ended.,DET NOUN AUX VERB PART VERB NOUN SCONJ DET NOUN AUX VERB PUNCT,O entity O O O relationship O O O entity O O O
The product shall end a game when a hit by the offensive player results in sinking the last of the defensive playerÃ¯Â¿Â½s ships  which had not been previously marked as sunk.,DET NOUN AUX VERB DET NOUN SCONJ DET NOUN ADP DET ADJ NOUN VERB ADP VERB DET ADJ ADP DET ADJ PROPN NOUN SPACE PRON AUX PART AUX ADV VERB SCONJ VERB PUNCT,O entity O relationship O entity O O entity O O O O O O entity O attr O O O O O O O O O O O O O O
The product shall allow a player to end a game at any time during the game.,DET NOUN AUX VERB DET NOUN PART VERB DET NOUN ADP DET NOUN ADP DET NOUN PUNCT,O entity O relationship O entity O relationship O entity O O entity O O entity O
When a game is ended  the product shall notify the players that the game is ended.,SCONJ DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET NOUN SCONJ DET NOUN AUX VERB PUNCT,O O entity O relationship O entity O relationship O O O O entity O relationship O
The notification of the game ending will include the reason the game is ended (i.e.  a player has won the game or a player has ended the game).,DET NOUN ADP DET NOUN NOUN AUX VERB DET NOUN DET NOUN AUX VERB PUNCT X SPACE DET NOUN AUX VERB DET NOUN CCONJ DET NOUN AUX VERB DET NOUN PUNCT PUNCT,O entity O relationship O entity O O entity O relationship O entity O O
When a game is ended  the product shall allow each player to identify himself or herself as an available player in the list of players.,SCONJ DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET NOUN PART VERB PRON CCONJ PRON ADP DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT,O O entity O relationship O entity O relationship O entity O O O O O O O O entity O O entity O O O
When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,SCONJ DET NOUN AUX VERB SPACE DET NOUN AUX VERB DET NOUN PART VERB PRON CCONJ PRON ADP DET NOUN ADP NOUN PUNCT,O O entity O relationship O entity O relationship O entity O O O O O O O entity O O O
The system shall allow a real estate agent to query MLS information,DET NOUN AUX VERB DET ADJ NOUN NOUN AUX VERB PROPN NOUN PUNCT,O O O O O O O O O O O O O
The user shall be able to get driving directions to a selected property,DET NOUN AUX AUX ADJ PART VERB VERB NOUN ADP DET VERB NOUN PUNCT,O entity O O O O O O O O O relationship entity O
The user shall be able to download appointments and contact information for clients,DET NOUN AUX AUX ADJ PART VERB NOUN CCONJ NOUN NOUN ADP NOUN PUNCT,O entity O O O O relationship O O O O O O O
The system shall display clear property images in the search results,DET NOUN AUX VERB ADJ NOUN NOUN ADP DET NOUN NOUN PUNCT,O O O O O O O O O O O O
The system shall be able to call the seller or buyer to schedule an appointment,DET NOUN AUX AUX ADJ PART VERB DET NOUN CCONJ NOUN PART VERB DET NOUN PUNCT,O O O O O O O O entity O entity O relationship O entity O
The realtor shall be notified of new client appointments after automatic synchronization with office system,DET NOUN AUX AUX VERB ADP ADJ NOUN NOUN ADP ADJ NOUN ADP NOUN NOUN PUNCT,O entity O O attr O O O O O O entity O O O O
The realtor shall be able to retrieve a map showing property locations for a specified area,DET NOUN AUX AUX ADJ PART VERB DET NOUN VERB NOUN NOUN ADP DET ADJ NOUN PUNCT,O entity O O O O O O O O O O O O O entity O
The system shall notify the realtor when a seller or buyer responds to an appointment request,DET NOUN AUX VERB DET NOUN SCONJ DET NOUN CCONJ NOUN VERB ADP DET NOUN NOUN PUNCT,O O O O O entity O O entity O O O O O O O O
The product shall allow the user to save the property search results.,DET NOUN AUX VERB DET NOUN PART VERB DET NOUN NOUN NOUN PUNCT,O entity O relationship O entity O relationship O O O O O
A cohort shall be associated to one Program of Study offered by the department.,DET NOUN AUX AUX VERB ADP NUM PROPN ADP PROPN VERB ADP DET NOUN PUNCT,O entity O O O O O attr O O O O O entity O
Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET NOUN ADP NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O entity O O O O entity O
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O entity O O entity O
Students added to a cohort shall be eligible for the cohortÃ¯Â¿Â½s Program of Study.,NOUN VERB ADP DET NOUN AUX AUX ADJ ADP DET PROPN PROPN ADP PROPN PUNCT,O O O O entity O O O O O O attr O O O
Program Administrators and Nursing Staff Members shall be able to specify the preferred sequence of classes for a given cohort.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP NOUN ADP DET VERB NOUN PUNCT,O O O O O O O O O O O O O entity O O O O relationship entity O
For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,ADP DET NOUN ADP DET NOUN ADP DET NOUN SPACE PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET NOUN DET NOUN AUX AUX VERB PUNCT,O O entity O O entity O O entity O O O O O O O O O O O O entity O entity O O O O
For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,ADP DET NOUN ADP DET NOUN ADP DET NOUN SPACE PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET NOUN DET NOUN AUX AUX VERB PUNCT,O O entity O O entity O O entity O O O O O O O O O O O O entity O entity O O O O
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB ADJ NOUN ADP DET NOUN ADP NOUN PUNCT,O O O O O O O O O O O O O O O entity O O O
The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,DET NOUN AUX VERB NOUN ADP DET PROPN PROPN NUM CCONJ PROPN PROPN PROPN NUM NOUN PUNCT,O O O O entity O O O O O O O O O O O O
The system shall link Events back to either the Sync Matrix 1.0 or the Exercise Managment Tool 1.0 applications for modifications.,DET NOUN AUX VERB NOUN ADV ADP CCONJ DET PROPN PROPN NUM CCONJ DET PROPN PROPN PROPN NUM NOUN ADP NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O
The system shall allow modification of the display.,DET NOUN AUX VERB NOUN ADP DET NOUN PUNCT,O O O O entity O O entity O
The system shall offer a display of all the Events in the exercise.,DET NOUN AUX VERB DET NOUN ADP DET DET NOUN ADP DET NOUN PUNCT,O O O O O entity O O O O O O entity O
The system shall filter data by: Venues and Key Events.,DET NOUN AUX VERB NOUN ADP PUNCT NOUN CCONJ ADJ NOUN PUNCT,O O O O entity O O O O O O O
The system shall allow a user to define the time segments,DET NOUN AUX VERB DET NOUN PART VERB DET NOUN NOUN PUNCT,O O O O O entity O O O O O O
