req,pos,labels
The system shall display the local and exercise time in separate clocks,DET NOUN AUX VERB DET ADJ CCONJ NOUN NOUN ADP ADJ NOUN PUNCT,O O O O O O O O O O O O O
The system shall offer the ability to pause and resume the refresh of data.,DET NOUN AUX VERB DET NOUN PART VERB CCONJ VERB DET NOUN ADP NOUN PUNCT,O O O O O entity O O O relationship O entity O entity O
The system shall provide charts for the Activity or Event actual versus assumed time.,DET NOUN AUX VERB NOUN ADP DET PROPN CCONJ PROPN ADJ ADP ADJ NOUN PUNCT,O O O O O O O O O O O entity relationship entity O
The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,DET NOUN AUX VERB DET VERB NOUN NOUN NOUN NOUN ADP DET ADJ NOUN ADP VERB NOUN ADP ADJ NOUN PUNCT,O O O O O O O O O O O attr O O O O O O O
The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,DET NOUN AUX VERB ADJ NOUN ADP ADJ NOUN NOUN SPACE VERB CCONJ PART VERB ADP VERB NOUN ADP ADJ VERB NOUN PUNCT NOUN PUNCT CCONJ PRON PRON NOUN AUX AUX SYM AUX AUX PUNCT,O O O O O O O O O O O O O O O O attr O entity O O O entity O O O O entity O O O O
The system will notify affected parties when changes occur affecting clinicals  including but not limited to clinical section capacity changes  and clinical section cancellations.,DET NOUN AUX VERB ADJ NOUN SCONJ NOUN VERB VERB NOUN SPACE VERB CCONJ PART VERB ADP ADJ NOUN NOUN NOUN SPACE CCONJ ADJ NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O O O O
The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,DET NOUN AUX VERB ADJ NOUN SCONJ NOUN VERB VERB NOUN SPACE VERB CCONJ PART VERB ADP NOUN NOUN SPACE NOUN NOUN NOUN NOUN SPACE CCONJ NOUN ADP NOUN NOUN ADP DET VERB NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O entity O
The system shall display Events or Activities.,DET NOUN AUX VERB NOUN CCONJ PROPN PUNCT,O O O O O O O O
The display shall have two regions:  left 2/3 of the display is graphical  right 1/3 of the display is a data table,DET NOUN AUX VERB NUM NOUN PUNCT SPACE VERB NUM ADP DET NOUN AUX ADJ SPACE ADV NUM ADP DET NOUN AUX DET NOUN NOUN PUNCT,O entity O O O O O O attr O O entity O O O attr O O entity O O O O O
The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data,DET NOUN VERB ADP CCONJ DET NOUN ADP DET NOUN CCONJ DET NOUN ADP DET NOUN AUX PROPN PROPN NOUN PUNCT,O entity O O O O O O O entity O O O O O entity O O O entity O
The table side of the display shall be split into 2 regions: sequential and temporal.,DET NOUN NOUN ADP DET NOUN AUX AUX VERB ADP NUM NOUN PUNCT ADJ CCONJ ADJ PUNCT,O O entity O O entity O O O O O O O O O O O
The top 1/4 of the table will hold events that are to occur sequentially.,DET ADJ NUM ADP DET NOUN AUX VERB NOUN PRON AUX PART VERB ADV PUNCT,O O O O O entity O relationship O O O O O O O
The bottom 3/4 of the table will hold events that occur according to its relevance to current time.,DET ADJ NUM ADP DET NOUN AUX VERB NOUN PRON VERB VERB ADP PRON NOUN ADP ADJ NOUN PUNCT,O O O O O entity O relationship O O O entity O O entity O O entity O
The system shall color code events according to their variance from current time.,DET NOUN AUX VERB NOUN NOUN VERB ADP PRON NOUN ADP ADJ NOUN PUNCT,O O O O O O O O O entity O O entity O
The system shall provide a history report of changes made to the Activity or Event data,DET NOUN AUX VERB DET NOUN NOUN ADP NOUN VERB ADP DET PROPN CCONJ PROPN NOUN PUNCT,O O O O O O O O O O O O O O O entity O
The system shall update or create new property listings in the MLS,DET NOUN AUX VERB CCONJ VERB ADJ NOUN NOUN ADP DET PROPN PUNCT,O O O O O O O O O O O O O
Realtor shall be able to generate a CMA report based on property criteria,NOUN AUX AUX ADJ PART VERB DET NOUN NOUN VERB ADP NOUN NOUN PUNCT,O O O O O O O O entity O O attr O O
Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB ADJ NOUN CCONJ NOUN ADP DET NOUN ADP NOUN PUNCT,O O O O O O O O O O O O O O O O O entity O O O
Program Administrators and Nursing Staff Members shall be able to add a new cohort to the system  identified by start month and year.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP DET NOUN SPACE VERB ADP ADJ NOUN CCONJ NOUN PUNCT,O O O O O O O O O O O O O entity O O O O O O entity O entity O
Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB ADJ NOUN ADP DET NOUN NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O O O O O O O O O
A class shall be either a non-clinical class or a clinical class.,DET NOUN AUX AUX CCONJ DET ADJ ADJ ADJ NOUN CCONJ DET ADJ NOUN PUNCT,O entity O O O O O entity O O O entity O
A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.,DET ADJ ADJ ADJ NOUN AUX VERB DET NOUN NOUN SPACE NOUN NOUN NOUN SPACE CCONJ NOUN NOUN PUNCT,O O entity O relationship O O attr O O O O O O O
A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.,DET ADJ NOUN AUX VERB DET NOUN NOUN SPACE NOUN NOUN NOUN SPACE ADJ NOUN VERB SPACE NOUN NOUN VERB SPACE CCONJ ADJ NOUN NOUN NOUN PUNCT,O O entity O relationship O O attr O O O O O O O O O O O O O O O
Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,PROPN PROPN SYM PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ PROPN ADP PROPN PUNCT,O O O O O O O O O O O O O O O
A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,DET PROPN ADP PROPN AUX VERB ADP DET NOUN NOUN CCONJ VERB ADP VERB NOUN PUNCT CCONJ ADJ CCONJ ADJ ADJ ADJ PUNCT PRON AUX AUX VERB PUNCT,O O O O O O O O O O O entity O O O O O O O O O O O O O O
Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,PROPN PROPN CCONJ PROPN PROPN NOUN AUX VERB DET NOUN PART VERB DET NOUN AUX VERB ADP DET PROPN ADP PROPN PUNCT,O O O O O O O O O entity O O O O O O O O O O O O
The system shall be able to display a report of needed classes for a given quarter for all cohorts of all programs for Program Administrators/Nursing Staff MembersÃ¯Â¿Â½ planning purposes.,DET NOUN AUX AUX ADJ PART VERB DET NOUN ADP VERB NOUN ADP DET VERB NOUN ADP DET NOUN ADP DET NOUN ADP PROPN PROPN SYM PROPN PROPN ADJ NOUN NOUN PUNCT,O O O O O O O O entity O O O O O relationship entity O O attr O O O O O O O O O O O
The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.,DET NOUN ADP VERB NOUN AUX VERB PUNCT CCONJ PART AUX VERB ADP PUNCT NOUN PART AUX VERB SPACE NOUN ADP NOUN VERB SPACE NOUN ADP NOUN VERB SPACE CCONJ NOUN NOUN VERB PUNCT,O entity O relationship O O O O O O O O O O O O O relationship entity O O relationship entity O O relationship O O O relationship O
Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,NOUN ADP DET VERB NOUN AUX PART VERB ADP NOUN ADP DET NOUN CCONJ NOUN SCONJ PRON AUX VERB PUNCT,O O O O entity O O O O attr O O entity O entity O O O O O
Program Administrators and Nursing Staff Members shall be able to add a new clinical site into the system.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ ADJ NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O O entity O O O O
Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.,ADJ NOUN NOUN AUX VERB PUNCT CCONJ PART AUX VERB ADP PUNCT DET NOUN ADP DET NOUN SPACE NOUN NOUN SPACE CCONJ NOUN NOUN PUNCT,O O O O O O O O O O O O O entity O O O O O O O O O
Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ ADJ NOUN NOUN ADP DET VERB ADJ NOUN ADP DET PROPN PUNCT,O O O O O O O O O O O O O O O O O O entity O entity O O O O
A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.,DET ADJ NOUN NOUN AUX VERB DET ADJ NOUN NOUN SPACE DET NOUN SPACE NOUN SPACE NOUN CCONJ NOUN ADP DET NOUN PUNCT,O O entity O O O O O O attr O O O O O entity O O entity O
Program Administrators and Nursing Staff Members shall be able to add a student who has registered for a clinical class to a clinical lab section for that class.,PROPN PROPN CCONJ PROPN PROPN NOUN AUX AUX ADJ PART VERB DET NOUN PRON AUX VERB ADP DET ADJ NOUN ADP DET ADJ NOUN NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O entity O O O O O O entity O O O O O O O entity O
The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,DET NOUN AUX VERB DET PROPN PROPN CCONJ PROPN NOUN NOUN PART VERB DET NOUN ADP DET ADJ NOUN NOUN PUNCT,O O O O O O O O O O O O relationship O entity O O O O O O
The system shall allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,DET NOUN AUX VERB DET PROPN PROPN SYM PROPN PROPN PROPN PART VERB DET NOUN ADP NUM ADJ NOUN NOUN ADP DET ADJ NOUN NOUN VERB ADP DET ADJ ADJ NOUN PUNCT,O O O O O O O O O O O O entity O O O O O O O O O O O O O O O entity O
Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,PROPN PROPN SYM PROPN PROPN NOUN AUX AUX ADJ PART VERB DET ADJ NOUN NOUN ADV SCONJ PRON VERB DET NOUN VERB ADP DET ADJ NOUN NOUN PUNCT,O O O O O O O O O O O O O O O O relationship O attr O O O O O O O
A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,DET PROPN PROPN SYM PROPN PROPN PROPN AUX AUX ADJ PART VERB DET ADJ NOUN NOUN ADP DET NOUN PUNCT,O O O O O O O O O O O O O O O O O O
A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.,DET NOUN NOUN AUX VERB DET NOUN PART VERB DET NOUN ADP DET NOUN NOUN NOUN SPACE PRON VERB VERB PRON NOUN ADP NOUN CCONJ NOUN ADP NOUN PUNCT,O O O O relationship O entity O relationship O entity O O O O O O O entity O entity O O O entity O O O
The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.,DET NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP ADJ NOUN SPACE PRON AUX VERB DET NOUN VERB SPACE DET PROPN ADP NOUN SPACE NOUN ADP NOUN SPACE VERB NOUN ADP DET NOUN SPACE CCONJ NOUN ADP NOUN PUNCT,O O O O O O O O O entity O O O O O relationship O O O O attr O O O O O entity O O O entity O entity O entity O
The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).,DET NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP ADJ ADJ NOUN SPACE PRON AUX VERB NOUN ADP NOUN AUX VERB ADP DET NOUN ADP DET VERB NOUN PUNCT ADJ NOUN SPACE ADJ NOUN ADP NOUN VERB ADP DET NOUN SPACE NOUN CCONJ NOUN ADP DET NOUN VERB ADV PUNCT PUNCT,O O O O O O O O O entity O O O O O O O O O O O O O O entity O O relationship entity O O entity O O O O O O O O O O attr O O O O O O O
The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.,DET NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP ADJ ADJ NOUN SPACE PRON AUX VERB PUNCT CCONJ PART AUX VERB ADP PUNCT NOUN NOUN SPACE NOUN NOUN SPACE NOUN NOUN SPACE VERB ADP NOUN VERB SPACE NOUN SPACE PROPN PUNCT SPACE NOUN SPACE CCONJ NOUN PUNCT,O O O O O O O O O entity O O O O O O O O O O O O O O attr O attr O O O O O O O O O O O O entity O entity O
The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.,DET NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP ADJ NOUN NOUN SPACE PRON AUX VERB PUNCT CCONJ PART AUX VERB ADP PUNCT NOUN NOUN SPACE NOUN PROPN SPACE NOUN NOUN SPACE NOUN SPACE NOUN SPACE PROPN SPACE CCONJ DET NOUN PRON DET NOUN AUX VERB ADP PUNCT,O O O O O O O O O entity O O O O O O O O O O O O O O O attr O O O O O O O O O entity O O O O O O O
The system shall be able to display a printable summary of the system log.,DET NOUN AUX AUX ADJ PART VERB DET ADJ NOUN ADP DET NOUN NOUN PUNCT,O O O O O O O O O entity O O O O O
The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.,DET NOUN AUX VERB NOUN NOUN PUNCT NOUN NOUN NOUN CCONJ NOUN NOUN PUNCT ADP DET NOUN ADJ ADP DET NOUN SPACE VERB PUNCT CCONJ PART VERB ADP PUNCT NOUN NOUN SPACE NOUN SPACE PROPN NOUN SPACE ADJ NOUN NOUN SPACE CCONJ ADJ NOUN NOUN PUNCT,O O O O O O O O O O O O O O entity O O O O O O O O O O O O O O O O O O O O O O O O
The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohortÃ¯Â¿Â½s program of study and changes to a given weekÃ¯Â¿Â½s schedule (lab cancelled this week due to instructor illness).,DET NOUN AUX VERB ADJ NOUN SCONJ NOUN VERB VERB NOUN SPACE VERB CCONJ PART VERB ADP NOUN ADP DET NOUN ADP DET PROPN NOUN ADP NOUN CCONJ NOUN ADP DET VERB NOUN NOUN PUNCT NOUN VERB DET NOUN ADP ADP NOUN NOUN PUNCT PUNCT,O O O O O O O O O O O O O O O O O O O entity O O O entity O entity O O O O O O O O entity relationship O entity O O relationship entity O O
The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a studentÃ¯Â¿Â½s status from full time to part time and moving a student to a different clinical section.,DET NOUN AUX VERB ADJ NOUN SCONJ NOUN AUX VERB ADJ NOUN SPACE VERB CCONJ PART VERB ADP VERB DET NOUN NOUN ADP ADJ NOUN PART VERB NOUN CCONJ VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT,O O O O O O O O O entity O O O O O O O entity O O entity O O entity O O entity O entity O entity O O O O entity O
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts  including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.,PROPN PROPN SYM PROPN PROPN NOUN AUX VERB DET NOUN PART VERB NOUN VERB ADP NOUN SPACE VERB NOUN ADJ SPACE NOUN ADP NOUN SPACE ADJ NOUN ADP NOUN CCONJ NOUN PRON DET NOUN AUX AUX VERB ADJ NOUN PUNCT,O O O O O O O entity O O O O O O relationship entity O entity O entity O entity O O O O O O entity O O entity O O O
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department  including the Program of study name  and required classes for that Program of Study.,PROPN PROPN SYM PROPN PROPN NOUN AUX VERB DET NOUN PART VERB NOUN VERB ADP DET PROPN ADP PROPN ADP DET PROPN PROPN SPACE VERB DET PROPN ADP NOUN NOUN SPACE CCONJ VERB NOUN ADP DET PROPN ADP PROPN PUNCT,O O O O O O O entity O O O O O O O O O O O O O entity O O O O O attr O O O O O O O O
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,PROPN PROPN SYM PROPN PROPN NOUN AUX VERB DET NOUN PART VERB NOUN VERB ADP DET PROPN PROPN SPACE VERB DET ADJ NOUN NOUN SPACE NOUN NOUN NOUN SPACE NOUN NOUN SPACE CCONJ NOUN PUNCT,O O O O O O O entity O O O O O O O O entity O O O attr O O O O O O entity attr
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name  the department/section for the lab  the class  instructor  day and time of lab  and contact information.,PROPN PROPN SYM PROPN PROPN NOUN AUX VERB DET NOUN PART VERB NOUN VERB ADP DET PROPN PROPN PROPN SPACE VERB DET ADJ NOUN NOUN SPACE DET NOUN SYM NOUN ADP DET NOUN SPACE DET NOUN SPACE NOUN SPACE NOUN CCONJ NOUN ADP NOUN SPACE CCONJ NOUN NOUN PUNCT,O O O O O O O entity O O O O O O O O O entity O O O attr O entity O O entity O O O O O entity O entity O O O O
Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name  phone number  e-mail  status (full time or part time)  and program of study.,PROPN PROPN SYM PROPN PROPN NOUN AUX VERB DET NOUN PART VERB NOUN VERB ADP DET PROPN PROPN SPACE VERB NOUN PROPN SPACE NOUN NOUN SPACE NOUN NOUN SPACE NOUN NOUN NOUN SPACE NOUN PUNCT ADJ NOUN CCONJ NOUN NOUN PUNCT SPACE CCONJ NOUN ADP NOUN PUNCT,O O O O O O O entity O O O O O O O O O O O O O attr O O entity O O entity O O entity O O entity O entity O
"A person is characterized by his name, his first name, his sex and his age. The objects of the Person class must be able to calculate their income and expenses. The attributes of the class are private; the name, the first name and the age of the person must be accessible by public operations.",DET NOUN AUX VERB ADP PRON NOUN PUNCT PRON ADJ NOUN PUNCT PRON NOUN CCONJ PRON NOUN PUNCT DET NOUN ADP DET PROPN NOUN AUX AUX ADJ PART VERB PRON NOUN CCONJ NOUN PUNCT DET NOUN ADP DET NOUN AUX ADJ PUNCT DET NOUN PUNCT DET ADJ NOUN CCONJ DET NOUN ADP DET NOUN AUX AUX ADJ ADP ADJ NOUN PUNCT,O attr O O entity O O O O entity O O O entity attr O entity O O entity O O O O O O O
"Every day, the mailman delivers registered mail in a geographical area assigned to him. The inhabitants are also associated with a geographical area. There are two types of registered mail: letters and parcels. As several letter carriers can intervene in the same area, we want, for each registered letter, the letter carrier who delivered it, in addition to the addressee.",DET NOUN PUNCT DET NOUN VERB ADJ NOUN ADP DET ADJ NOUN VERB ADP PRON PUNCT DET NOUN AUX ADV VERB ADP DET ADJ NOUN PUNCT PRON VERB NUM NOUN ADP VERB NOUN PUNCT NOUN CCONJ NOUN PUNCT SCONJ ADJ NOUN NOUN AUX VERB ADP DET ADJ NOUN PUNCT PRON VERB PUNCT ADP DET VERB NOUN PUNCT DET NOUN NOUN PRON VERB PRON PUNCT ADP NOUN ADP DET NOUN PUNCT,O O entity O O O O O O entity O O O O O O relationship entity O O entity O O O O O O entity O O entity O
"A hotel is composed of at least two rooms. Each room has a bathroom: shower or bath. A hotel accommodates people. It can employ staff and it must be managed by a manager. Only the first and last names of the employees, managers and occupants are known. Some people are children and others are adults (it is forbidden to employ children). A hotel has the following characteristics: an address, a number of rooms and a category. A room is characterized by the number and beds it contains, its price and its number. We want to know who occupies which room on which date. For each day of the year, we want to be able to calculate the rent of each room according to its price and its occupation (the rent is null if the room is unoccupied). The sum of these rents allows to calculate the turnover of the hotel between two dates.",DET NOUN AUX VERB ADP ADV ADV NUM NOUN PUNCT DET NOUN VERB DET NOUN PUNCT NOUN CCONJ NOUN PUNCT DET NOUN VERB NOUN PUNCT PRON AUX VERB NOUN CCONJ PRON AUX AUX VERB ADP DET NOUN PUNCT ADV DET ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT NOUN CCONJ NOUN AUX VERB PUNCT DET NOUN AUX NOUN CCONJ NOUN AUX NOUN PUNCT PRON AUX VERB PART VERB NOUN PUNCT PUNCT DET NOUN VERB DET ADJ NOUN PUNCT DET NOUN PUNCT DET NOUN ADP NOUN CCONJ DET NOUN PUNCT DET NOUN AUX VERB ADP DET NOUN CCONJ NOUN PRON VERB PUNCT PRON NOUN CCONJ PRON NOUN PUNCT PRON VERB PART VERB PRON VERB DET NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP DET NOUN PUNCT PRON VERB PART AUX ADJ PART VERB DET NOUN ADP DET NOUN VERB ADP PRON NOUN CCONJ PRON NOUN PUNCT DET NOUN AUX ADJ SCONJ DET NOUN AUX ADJ PUNCT PUNCT DET NOUN ADP DET NOUN VERB PART VERB DET NOUN ADP DET NOUN ADP NUM NOUN PUNCT,O entity attr O O O O relationship O entity attr O entity O O O O
Let the following sentences apply: A directory contains files. A room contains walls. Modems and keyboards are input/output devices. A stock exchange transaction is a purchase or a sale. A bank account can belong to a natural or legal person,VERB DET VERB NOUN VERB PUNCT DET NOUN VERB NOUN PUNCT DET NOUN VERB NOUN PUNCT PROPN CCONJ NOUN AUX NOUN SYM NOUN NOUN PUNCT DET NOUN NOUN NOUN AUX DET NOUN CCONJ DET NOUN PUNCT DET NOUN NOUN AUX VERB ADP DET ADJ CCONJ ADJ NOUN PUNCT,O O O O O O O O O O entity O
"A company has several warehouses located in different cities. In each of the warehouses is stored merchandise, the different products it needs for its activity. Two different warehouses can have the same products. For each product we also want to know its supplier (name, address), its name, whether it is toxic or not and what volume it occupies. For each warehouse we want to know its surface and its address.",DET NOUN VERB ADJ NOUN VERB ADP ADJ NOUN PUNCT ADP PRON ADP DET NOUN AUX VERB NOUN PUNCT DET ADJ NOUN PRON VERB ADP PRON NOUN PUNCT NUM ADJ NOUN AUX VERB DET ADJ NOUN PUNCT ADP DET NOUN PRON ADV VERB PART VERB PRON NOUN PUNCT NOUN PUNCT NOUN PUNCT PUNCT PRON NOUN PUNCT SCONJ PRON AUX ADJ CCONJ PART CCONJ PRON NOUN PRON VERB PUNCT ADP DET NOUN PRON VERB PART VERB PRON NOUN CCONJ PRON NOUN PUNCT,O attr entity O O O O O entity O O attr O
"You are asked to create a database to store cooking recipes and also to manage the stocks of ingredients you have. Each recipe has a name, a description, the preparation and cooking time, the number of calories per person, the number of parts and the level of difficulty: difficult, medium or easy. For each recipe you want to know what ingredients are needed and the quantity associated with each ingredient. For each ingredient you have its name and the number of calories per 100 grams of that ingredient. Each ingredient has a type, for example starch for the ingredient potato. The same ingredient can have several packaging, for example, the ingredient flour can be stored as a 1 kg or 500 g package. These two packages will be considered as different products. To manage the stocks of ingredients, the storage location of the products in the housing is memorized. Each storage is named and for each storage you know which products are stored there. The same ingredient can be stored in several racks.",PRON AUX VERB PART VERB DET NOUN PART VERB NOUN NOUN CCONJ ADV PART VERB DET NOUN ADP NOUN PRON VERB PUNCT DET NOUN VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ NOUN NOUN PUNCT DET NOUN ADP NOUN ADP NOUN PUNCT DET NOUN ADP NOUN CCONJ DET NOUN ADP NOUN PUNCT ADJ PUNCT NOUN CCONJ ADJ PUNCT ADP DET NOUN PRON VERB PART VERB PRON NOUN AUX VERB CCONJ DET NOUN VERB ADP DET NOUN PUNCT ADP DET NOUN PRON VERB PRON NOUN CCONJ DET NOUN ADP NOUN ADP NUM NOUN ADP DET NOUN PUNCT DET NOUN VERB DET NOUN PUNCT ADP NOUN NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN AUX VERB ADJ NOUN PUNCT ADP NOUN PUNCT DET ADJ NOUN AUX AUX VERB ADP DET NUM NOUN CCONJ NUM NOUN NOUN PUNCT DET NUM NOUN AUX AUX VERB ADP ADJ NOUN PUNCT PART VERB DET NOUN ADP NOUN PUNCT DET NOUN NOUN ADP DET NOUN ADP DET NOUN AUX VERB PUNCT DET NOUN AUX VERB CCONJ ADP DET NOUN PRON VERB DET NOUN AUX VERB ADV PUNCT DET ADJ NOUN AUX AUX VERB ADP ADJ NOUN PUNCT,O O entity O O O O O O O
Cinemas are composed of several rooms. Films are shown in theaters. The corresponding screenings take place at a specific time each.,NOUN AUX VERB ADP ADJ NOUN PUNCT NOUN AUX VERB ADP NOUN PUNCT DET ADJ NOUN VERB NOUN ADP DET ADJ NOUN PRON PUNCT,O O O relationship entity O O O entity O O
A house may have any number of pets living in it. The two possible types of pets that can live in a house are dogs and cats. Each dog or cat has a name. An animalâ€™s house is its one and only home. You can ell an animal to make noise and it will do its thing.,DET NOUN AUX VERB DET NOUN ADP NOUN VERB ADP PRON PUNCT DET NUM ADJ NOUN ADP NOUN PRON AUX VERB ADP DET NOUN AUX NOUN CCONJ NOUN PUNCT DET NOUN CCONJ NOUN VERB DET NOUN PUNCT DET NOUN PROPN PART NOUN AUX PRON NUM CCONJ ADJ NOUN PUNCT PRON AUX VERB DET NOUN PART VERB NOUN CCONJ PRON AUX VERB PRON NOUN PUNCT,O O O O entity O relationship entity O O O O O entity attr
